QuoteDate,ExpirationDate,SalesPersonID,CustomerID,ProductID,ProductGroupID,QuoteQty,UnitPrice,UOM,UnitSize,QuoteStatus,OrderNumber,CustomerTier,InvoiceNumber,UnitCost,PercentProfit
2024-04-04,2024-04-23,SREP8,CUST16,FMI-076-FP9,PROD.Group1,181.6033920618552,3.53358076953417,EA,1.0,Lost,,4320717.807058823,,2.6332911392405065,0.34188761617651015
2022-07-09,2022-08-13,SREP9,CUST8,FLR-726-KH4,PROD.Group13,35748.26573759312,0.0361400473730703,EA,1.0,Lost,,4320717.807058823,,0.02976259753296378,0.2142773268711889
2023-05-02,2023-05-01,SREP5,CUST55,CVC-258-BD2,PROD.Group45,24.610819518747725,2.61220953261704,EA,1.0,Lost,,4320717.807058823,,2.001140412305273,0.30536044175322397
2022-05-17,2022-06-13,SREP9,CUST8,EXL-720-BD0,PROD.Group39,16368.81243819391,0.0214119111488413,EA,1.0,Lost,,4320717.807058823,,0.01793464036953613,0.19388572659709863
2022-08-21,2022-10-05,SREP9,CUST55,RBK-423-ZK8,PROD.Group25,3.0530036668735856,19.42215286827728,EA,1.0,Lost,,4320717.807058823,,14.92765625,0.3010852167953211
2023-09-16,2023-10-20,SREP9,CUST10,XGK-438-FC2,PROD.Group12,44.88655822394219,2.0358713665571,EA,1.0,Lost,,4320717.807058823,,1.6869563909774434,0.20683105825722672
2022-10-03,2022-11-09,SREP5,CUST127,PUH-871-YC5,PROD.Group54,11.7318051214227,4.402244219255407,EA,1.0,Lost,,135861.51845794392,,3.576766203703704,0.23078892176316407
2021-11-10,2021-12-27,SREP9,CUST8,GIV-608-JQ8,PROD.Group6,1.834118900653952,0.5095505038390908,EA,1.0,Lost,,4320717.807058823,,0.38999999999999996,0.3065397534335664
2023-01-11,2023-01-18,SREP5,CUST55,VQP-638-RQ5,PROD.Group25,56.54517453418912,2.681911131462664,EA,1.0,Lost,,4320717.807058823,,2.06,0.30189860750614744
2022-08-21,2022-08-22,SREP9,CUST56,RUN-635-AC6,PROD.Group12,2.897704392761701,181.14395756768292,EA,1.0,Lost,,4320717.807058823,,141.90392857142857,0.27652531815919773
2023-02-22,2023-03-13,SREP5,CUST127,ZJR-587-YZ6,PROD.Group25,58.7928029457075,1.181309269361588,EA,1.0,Lost,,135861.51845794392,,0.8828181818181818,0.33811162217871166
2022-04-30,2022-04-22,SREP5,CUST38,NLY-345-JA8,PROD.Group25,10.692789400070676,3.6484228966403145,EA,1.0,Lost,,135861.51845794392,,2.893692307692308,0.260819226336437
2023-07-27,2023-08-20,SREP9,CUST10,TWA-545-BL5,PROD.Group3,228.08587517171327,2.955818378020152,EA,1.0,Lost,,4320717.807058823,,2.158176241134752,0.3695908247354286
2023-06-01,2023-06-20,SREP9,CUST56,CNT-549-HS9,PROD.Group2,21.189689885157456,46.3518271584248,EA,1.0,Lost,,4320717.807058823,,35.215387700534755,0.31623787739019926
2022-01-30,2022-01-29,SREP9,CUST19,DZZ-135-NZ7,PROD.Group30,25.95102374550744,20.78942125217793,EA,1.0,Lost,,4320717.807058823,,15.398631172839506,0.35008242088730823
2022-05-03,2022-05-20,SREP9,CUST8,EVZ-748-JM3,PROD.Group6,30.238285042578827,0.3745209379696601,EA,1.0,Lost,,4320717.807058823,,0.27999999999999997,0.3375747784630718
2022-04-11,2022-05-07,SREP9,CUST8,VQF-996-LA8,PROD.Group6,32.64880582159427,0.6508182720694609,EA,1.0,Lost,,4320717.807058823,,0.49,0.3282005552437977
2022-01-19,2022-02-05,SREP5,CUST38,GDV-804-GB2,PROD.Group5,1.822224876030216,57.45412123711988,EA,1.0,Lost,,135861.51845794392,,45.75426663878044,0.25571067919648094
2021-12-02,2021-12-06,SREP5,CUST100,HDH-957-ZB9,PROD.Group37,10.436775926488352,5.874393566387937,EA,1.0,Lost,,135861.51845794392,,4.877517671130953,0.2043818110915912
2021-10-17,2021-12-12,SREP9,CUST8,PTL-316-JI7,PROD.Group6,2.156288119865565,3.812243662071007,EA,1.0,Lost,,4320717.807058823,,3.074979480164159,0.23976230952522937
2022-01-21,2022-01-22,SREP9,CUST8,JMG-304-FI0,PROD.Group6,41.46100365875849,0.7415372152848735,EA,1.0,Lost,,4320717.807058823,,0.5599999999999999,0.3241735987229885
2022-11-25,2022-12-03,SREP5,CUST8,EXL-720-BD0,PROD.Group39,13198.034754307875,0.0217365294808348,EA,1.0,Lost,,4320717.807058823,,0.01793464036953613,0.2119858013856012
2022-11-24,2022-11-20,SREP8,CUST16,ILY-306-RB0,PROD.Group10,11.36145358727791,40.26624108474049,EA,1.0,Lost,,4320717.807058823,,30.965858139534888,0.3003431360854674
2022-11-19,2022-12-23,SREP5,CUST100,OAH-781-FC0,PROD.Group5,1.010492467600378,61.03535440608714,EA,1.0,Lost,,135861.51845794392,,44.908735462735464,0.3590975959840436
2022-08-28,2022-10-10,SREP8,CUST14,ELI-494-PR7,PROD.Group44,4656.430816802116,0.1870020832881958,EA,1.0,Lost,,4320717.807058823,,0.14307367693281248,0.3070334620393668
2022-01-10,2022-01-30,SREP9,CUST8,JMG-304-FI0,PROD.Group6,33.18214656552996,0.7369428713682863,EA,1.0,Lost,,4320717.807058823,,0.5599999999999999,0.3159694131576542
2022-05-21,2022-06-05,SREP9,CUST8,TUN-499-RC6,PROD.Group6,41.48273918757941,0.6021569774084317,EA,1.0,Lost,,4320717.807058823,,0.45999999999999996,0.30903690740963413
2022-03-14,2022-04-17,SREP9,CUST10,HNS-834-HT9,PROD.Group12,179.11830361128693,0.8894957281456264,EA,1.0,Lost,,4320717.807058823,,0.6862420166229222,0.29618371740474253
2024-05-30,2024-06-21,SREP9,CUST20,NXB-076-HI9,PROD.Group36,59.30338267047207,0.7533223333149635,EA,1.0,Lost,,4320717.807058823,,0.5780312936507936,0.30325527629662985
2023-04-22,2023-04-28,SREP2,CUST33,HKW-907-OD2,PROD.Group12,49.48687101806955,0.6555013747844657,EA,1.0,Lost,,135861.51845794392,,0.49971399150743095,0.31175309461936107
2023-12-06,2023-11-20,SREP5,CUST38,RNV-398-LC8,PROD.Group25,15.851586455276538,5.491979250408382,EA,1.0,Lost,,135861.51845794392,,4.104842176870748,0.337927017353708
2021-12-30,2022-02-19,SREP8,CUST132,HEO-640-BJ8,PROD.Group39,2844.877603229677,0.0425534936134999,EA,1.0,Lost,,4320717.807058823,,0.03270608522404829,0.30108795724078163
2023-07-05,2023-07-13,SREP8,CUST16,BIO-399-MZ7,PROD.Group22,2.350793408297849,65.2208124792252,EA,1.0,Lost,,4320717.807058823,,52.05125527426161,0.2530113276917589
2021-12-06,2021-12-25,SREP5,CUST36,MVK-826-KE5,PROD.Group24,114.09223418294674,3.38970403413596,EA,1.0,Lost,,4320717.807058823,,2.61850512430526,0.2945187705276359
2022-04-09,2022-06-02,SREP9,CUST55,BBG-135-BM4,PROD.Group1,10.124354207818673,10.604683500230603,EA,1.0,Lost,,4320717.807058823,,8.304627976190476,0.2769606935595947
2024-03-13,2024-03-15,SREP9,CUST10,BHY-920-FA1,PROD.Group12,988.5053604959212,1.399969429657788,EA,1.0,Lost,,4320717.807058823,,1.0687467072145578,0.3099169524521727
2023-12-01,2023-12-16,SREP8,CUST16,QHT-675-FN4,PROD.Group10,2.968805680927645,20.53656591954514,EA,1.0,Lost,,4320717.807058823,,16.089026455026456,0.2764331003464293
2024-05-07,2024-06-03,SREP8,CUST14,FLR-726-KH4,PROD.Group13,3441.0014305189216,0.0368126734932258,EA,1.0,Lost,,4320717.807058823,,0.02976259753296378,0.23687703845249583
2022-08-20,2022-10-13,SREP5,CUST36,FLR-726-KH4,PROD.Group13,8306.529633408332,0.0382973217542938,EA,1.0,Lost,,4320717.807058823,,0.02976259753296378,0.2867600588919475
2022-04-09,2022-05-15,SREP9,CUST8,HZE-156-MF2,PROD.Group6,12.309059424335668,0.3081862966402224,EA,1.0,Lost,,4320717.807058823,,0.22999999999999995,0.3399404201748803
2022-07-24,2022-08-08,SREP8,CUST16,SKY-486-XD1,PROD.Group1,19.35959244824133,1.760073548636738,EA,1.0,Lost,,4320717.807058823,,1.3060137055837564,0.3476685130574705
2023-08-06,2023-09-14,SREP8,CUST16,TZQ-207-PO8,PROD.Group14,17.80095328168122,17.669472088785483,EA,1.0,Lost,,4320717.807058823,,13.031187500000001,0.3559372151452414
2023-10-27,2023-10-07,SREP5,CUST100,HDU-291-GQ5,PROD.Group1,2.033898004732178,3.5905777233305587,EA,1.0,Lost,,135861.51845794392,,3.002496031746032,0.19586426938341084
2024-11-07,2024-11-28,SREP5,CUST14,FLR-726-KH4,PROD.Group13,2884.1076592123736,0.0370253370705044,EA,1.0,Lost,,4320717.807058823,,0.02976259753296378,0.24402236832644467
2022-04-25,2022-05-01,SREP8,CUST14,VEV-331-RK8,PROD.Group26,201.1992825215356,5.32201230914617,EA,1.0,Lost,,4320717.807058823,,4.206901840490798,0.2650669093161626
2022-08-08,2022-07-26,SREP9,CUST20,EUH-007-TV1,PROD.Group36,18.217408553271618,2.3755563508199065,EA,1.0,Lost,,4320717.807058823,,1.926963888888889,0.23279754463363683
2023-10-18,2023-10-30,SREP5,CUST55,HJF-520-YB7,PROD.Group5,2.1345905517066,45.504062098563416,EA,1.0,Lost,,4320717.807058823,,38.14614538239539,0.19288755501791113
2021-11-29,2021-11-14,SREP9,CUST55,MUD-858-GL9,PROD.Group18,2.9074093673247368,8.495196885824454,EA,1.0,Lost,,4320717.807058823,,6.26745,0.35544709344700853
2023-05-08,2023-06-29,SREP5,CUST8,FLR-726-KH4,PROD.Group13,19310.168687713347,0.0370890457307004,EA,1.0,Lost,,4320717.807058823,,0.02976259753296378,0.24616292948295784
2024-04-22,2024-05-30,SREP5,CUST17,FLR-726-KH4,PROD.Group13,5122.921180501093,0.0378960678011131,EA,1.0,Lost,,4320717.807058823,,0.02976259753296378,0.2732782398828273
2024-05-20,2024-07-09,SREP5,CUST107,JJG-270-RL3,PROD.Group39,137.20306809291077,6.102868284859914,EA,1.0,Lost,,135861.51845794392,,4.83138683127572,0.26317111379973296
2022-03-18,2022-04-30,SREP1,CUST138,YBU-998-KU9,PROD.Group25,8.503665015837035,11.647935510153712,EA,1.0,Lost,,135861.51845794392,,8.655208333333333,0.34577182449723964
2023-12-19,2024-01-17,SREP9,CUST56,BCW-041-OC2,PROD.Group39,3272.964765189898,0.0304078945702833,EA,1.0,Lost,,4320717.807058823,,0.022260528430515136,0.36600057205289016
2022-08-24,2022-10-03,SREP8,CUST16,ILY-306-RB0,PROD.Group10,11.89931255592976,37.51646592549225,EA,1.0,Lost,,4320717.807058823,,30.965858139534888,0.21154291143619353
2022-02-22,2022-03-13,SREP9,CUST8,VQF-996-LA8,PROD.Group6,18.880376174062214,0.6428827403385294,EA,1.0,Lost,,4320717.807058823,,0.49,0.3120055925276111
2023-10-11,2023-10-22,SREP5,CUST127,ZJR-587-YZ6,PROD.Group25,116.79160726592634,1.2053192357457632,EA,1.0,Lost,,135861.51845794392,,0.8828181818181818,0.3653085772014617
2022-03-20,2022-04-13,SREP9,CUST8,TUN-499-RC6,PROD.Group6,38.16639437626807,0.6018099101037953,EA,1.0,Lost,,4320717.807058823,,0.45999999999999996,0.3082824132691202
2023-12-09,2024-01-22,SREP5,CUST38,QKX-280-GR1,PROD.Group1,1.9557396727456653,18.506844330357097,EA,1.0,Lost,,135861.51845794392,,13.832213522588523,0.33795247594571376
2024-09-27,2024-10-03,SREP8,CUST16,MMV-744-IZ8,PROD.Group14,21.83492095065109,4.13689610944958,EA,1.0,Lost,,4320717.807058823,,3.421578767123288,0.2090606094471704
2024-01-12,2024-01-15,SREP2,CUST33,NXB-076-HI9,PROD.Group36,100.43268283275566,0.7368689258093002,EA,1.0,Lost,,135861.51845794392,,0.5780312936507936,0.2747907144530227
2023-06-04,2023-06-05,SREP5,CUST8,EXL-720-BD0,PROD.Group39,9842.577283759903,0.022911552465008,EA,1.0,Lost,,4320717.807058823,,0.01793464036953613,0.2775027540516328
2023-07-31,2023-08-14,SREP9,CUST56,TLJ-498-IE4,PROD.Group18,479.19722584005314,0.3208914452680383,EA,1.0,Lost,,4320717.807058823,,0.23970043478260866,0.3387186617290209
2024-06-14,2024-05-23,SREP9,CUST20,DVK-535-QL8,PROD.Group36,116.952865694908,0.61307780517745,EA,1.0,Lost,,4320717.807058823,,0.46483839192793736,0.3189052707860108
2021-12-18,2021-12-28,SREP9,CUST8,JMG-304-FI0,PROD.Group6,39.50288244380837,0.7290494014891691,EA,1.0,Lost,,4320717.807058823,,0.5599999999999999,0.3018739312306592
2023-10-01,2023-10-09,SREP5,CUST58,HEO-640-BJ8,PROD.Group39,23788.730161620235,0.0439290288254446,EA,1.0,Lost,,4320717.807058823,,0.03270608522404829,0.3431454276632366
2023-03-22,2023-03-25,SREP5,CUST38,NOX-627-UZ8,PROD.Group25,4.103937997542792,12.944566734725864,EA,1.0,Lost,,135861.51845794392,,10.06998,0.2854610172737051
2022-04-06,2022-04-26,SREP9,CUST10,HNS-834-HT9,PROD.Group12,196.44144750585085,0.8696803004621724,EA,1.0,Lost,,4320717.807058823,,0.6862420166229222,0.2673084413309048
2023-01-30,2023-02-07,SREP5,CUST127,HJF-520-YB7,PROD.Group5,2.2271501251013706,44.73356536672766,EA,1.0,Lost,,135861.51845794392,,38.14614538239539,0.17268900745532192
2023-04-01,2023-04-06,SREP5,CUST55,CVC-258-BD2,PROD.Group45,9.869364564662646,2.619758303813127,EA,1.0,Lost,,4320717.807058823,,2.001140412305273,0.3091326763998629
2023-09-08,2023-08-28,SREP5,CUST8,EXL-720-BD0,PROD.Group39,14092.621440556475,0.0225283678010097,EA,1.0,Lost,,4320717.807058823,,0.01793464036953613,0.2561371366708027
2024-11-17,2024-12-20,SREP4,CUST10,VVF-390-OA1,PROD.Group12,31.402511551870056,17.624418677118452,EA,1.0,Lost,,4320717.807058823,,12.992118082859346,0.35654698985306754
2022-08-20,2022-09-05,SREP5,CUST38,YWG-950-TW2,PROD.Group25,10.51629759338551,38.05368460949333,EA,1.0,Lost,,135861.51845794392,,29.41111111111111,0.29385402903452956
2024-04-20,2024-06-01,SREP5,CUST100,BXI-626-YZ2,PROD.Group1,7.636667939483107,3.989445246010964,EA,1.0,Lost,,135861.51845794392,,2.9204978878648236,0.3660154532512427
2024-12-11,2024-12-28,SREP5,CUST8,PVW-062-BM7,PROD.Group17,7.632834912762015,4.284692463093872,EA,1.0,Lost,,4320717.807058823,,3.2329901363504496,0.32530328964462396
2024-03-24,2024-05-12,SREP9,CUST10,YDT-484-YQ5,PROD.Group12,1840.342516252701,0.8156678204275629,EA,1.0,Lost,,4320717.807058823,,0.6051066268825072,0.34797370279988715
2023-02-05,2023-02-19,SREP8,CUST16,QHT-675-FN4,PROD.Group10,4.531425938982897,20.708801720845035,EA,1.0,Lost,,4320717.807058823,,16.089026455026456,0.28713827270607106
2023-11-18,2023-11-20,SREP1,CUST1,ZWT-785-WP3,PROD.Group9,4.826800265517833,5.165871599536273,EA,1.0,Lost,,4320717.807058823,,3.943621399176954,0.30993091796651845
2023-02-19,2023-03-16,SREP5,CUST8,FLR-726-KH4,PROD.Group13,35361.441142316195,0.0378554931176707,EA,1.0,Lost,,4320717.807058823,,0.02976259753296378,0.27191496225232265
2022-06-29,2022-08-20,SREP8,CUST16,IFB-161-QU0,PROD.Group5,26.72805046589704,43.25604262704404,EA,25.0,Lost,,4320717.807058823,,32.90213178294574,0.314688145813855
2023-02-05,2023-04-01,SREP5,CUST100,OAH-781-FC0,PROD.Group5,0.8193712621781731,58.11136930490501,EA,1.0,Lost,,135861.51845794392,,44.908735462735464,0.29398810066974335
2022-04-22,2022-05-02,SREP9,CUST8,HZE-156-MF2,PROD.Group6,32.48889398334024,0.3133114074313368,EA,1.0,Lost,,4320717.807058823,,0.22999999999999995,0.36222351057102975
2022-01-21,2022-02-05,SREP9,CUST8,TUN-499-RC6,PROD.Group6,37.16036578570795,0.5997782286904186,EA,1.0,Lost,,4320717.807058823,,0.45999999999999996,0.30386571454438843
2021-12-10,2021-11-24,SREP12,CUST280,WAX-421-KP0,PROD.Group36,145.74721869509312,0.7762556775201005,EA,1.0,Lost,,135861.51845794392,,0.6311741889317136,0.22985966652714812
2022-06-17,2022-06-08,SREP1,CUST1,BHH-132-WS4,PROD.Group1,55.78582405379766,10.835292688748495,EA,1.0,Lost,,4320717.807058823,,8.982700749638871,0.20623997066629468
2022-12-20,2023-02-20,SREP9,CUST20,WIA-376-TU5,PROD.Group12,132.77575172024183,1.931406258102508,EA,1.0,Lost,,4320717.807058823,,1.483495899539716,0.30192894951834043
2023-06-09,2023-08-01,SREP5,CUST55,HJF-520-YB7,PROD.Group5,1.947044318704879,45.075109311211456,EA,1.0,Lost,,4320717.807058823,,38.14614538239539,0.18164257120494837
2023-12-01,2023-12-15,SREP5,CUST100,UAJ-575-PD3,PROD.Group1,2.297622728667076,10.566965615902122,EA,1.0,Lost,,135861.51845794392,,8.180164893617022,0.29177904765067997
2022-09-29,2022-10-18,SREP9,CUST37,XQU-333-EQ5,PROD.Group3,916.1364711482684,0.4890137676984761,EA,1.0,Lost,,4320717.807058823,,0.3899340303825956,0.2540935891608778
2023-03-05,2023-03-09,SREP9,CUST10,OFH-864-ZZ2,PROD.Group19,403.98610376494224,0.0840469520399381,EA,1.0,Lost,,4320717.807058823,,0.061920037708345504,0.35734659006207875
2022-04-04,2022-05-24,SREP9,CUST10,HNS-834-HT9,PROD.Group12,159.55363876999257,0.8624590270685232,EA,1.0,Lost,,4320717.807058823,,0.6862420166229222,0.2567855161547608
2022-03-11,2022-02-20,SREP8,CUST16,KFI-858-CK3,PROD.Group14,42.6431766897336,0.2457619687462179,EA,1.0,Lost,,4320717.807058823,,0.20157034120734907,0.21923675514053073
2021-11-24,2022-01-20,SREP9,CUST8,GIV-608-JQ8,PROD.Group6,4.0408472274875225,0.5284685215390523,EA,1.0,Lost,,4320717.807058823,,0.38999999999999996,0.3550474911257753
2022-02-25,2022-02-21,SREP9,CUST8,GIV-608-JQ8,PROD.Group6,46.07699980050753,0.5147177260683548,EA,1.0,Lost,,4320717.807058823,,0.38999999999999996,0.3197890412009098
2022-03-28,2022-03-28,SREP9,CUST10,KVU-662-OB2,PROD.Group12,209.602949669337,0.8717960162304786,EA,1.0,Lost,,4320717.807058823,,0.648877529286475,0.34354477830220354
2022-06-06,2022-07-18,SREP8,CUST14,ILS-336-VP5,PROD.Group24,58.4761156399346,6.460756015321558,EA,1.0,Lost,,4320717.807058823,,4.80469541801336,0.3446754587396811
2021-12-30,2022-01-07,SREP9,CUST8,EVZ-748-JM3,PROD.Group6,6.850597155650151,0.3713703234912262,EA,1.0,Lost,,4320717.807058823,,0.27999999999999997,0.32632258389723645
2023-02-09,2023-04-16,SREP1,CUST1,TXD-476-GT7,PROD.Group1,28.064924246218176,36.37185982626041,EA,1.0,Lost,,4320717.807058823,,27.018845264727815,0.3461663320505647
2022-08-04,2022-09-17,SREP9,CUST55,ETG-301-OJ5,PROD.Group1,14.863733399616564,13.22035982824366,EA,1.0,Lost,,4320717.807058823,,9.794401135005973,0.3497874597960907
2022-01-20,2021-12-30,SREP9,CUST10,WAF-541-KT6,PROD.Group12,122.45099457357271,0.7347448987013475,EA,1.0,Lost,,4320717.807058823,,0.6068449132089484,0.21076222723211768
2024-11-22,2024-12-10,SREP4,CUST17,NTE-927-AZ0,PROD.Group30,3.7892259080091497,16.858409502316846,EA,1.0,Lost,,4320717.807058823,,12.724955010432202,0.324830578064594
2022-01-01,2022-01-13,SREP5,CUST36,UEV-198-OE9,PROD.Group24,21.898310595013275,3.1716300690087,EA,1.0,Lost,,4320717.807058823,,2.417512578616352,0.31193942776668504
2022-04-26,2022-06-01,SREP9,CUST20,NUT-725-CH5,PROD.Group12,89.6040080635404,1.8814661300832607,EA,1.0,Lost,,4320717.807058823,,1.3742453260545306,0.36909043415484266
2022-02-09,2022-03-01,SREP8,CUST16,CSO-412-UX6,PROD.Group10,9.056617686172114,2.6292331948886942,EA,1.0,Lost,,4320717.807058823,,2.063016666666667,0.2744604720702017
2024-04-24,2024-05-26,SREP5,CUST17,FLR-726-KH4,PROD.Group13,3224.1749254459714,0.0361691457709975,EA,1.0,Lost,,4320717.807058823,,0.02976259753296378,0.21525501028390093
2024-09-12,2024-10-06,SREP9,CUST56,WSQ-230-HS5,PROD.Group18,385.3936260224349,0.1691658706742763,EA,1.0,Lost,,4320717.807058823,,0.13144136363636363,0.2870063577724179
2023-01-25,2023-01-10,SREP9,CUST56,CNT-549-HS9,PROD.Group2,25.85571028369453,44.44627438865791,EA,1.0,Lost,,4320717.807058823,,35.215387700534755,0.2621265103374961
2022-02-15,2022-02-15,SREP9,CUST8,JMG-304-FI0,PROD.Group6,26.55348486251342,0.7391152807384941,EA,1.0,Lost,,4320717.807058823,,0.5599999999999999,0.3198487156044539
2022-01-03,2022-01-07,SREP9,CUST37,DUK-723-TQ5,PROD.Group13,2810.6378364345846,0.0367080839350342,EA,1.0,Lost,,4320717.807058823,,0.031052824463023345,0.18211739414380632
2023-05-11,2023-04-28,SREP2,CUST322,NTC-303-XJ6,PROD.Group10,12.575665958576366,7.436217812889451,EA,1.0,Lost,,135861.51845794392,,6.084444444444444,0.22216874207459933
2024-04-03,2024-04-13,SREP5,CUST131,PUH-871-YC5,PROD.Group54,11.54860319324819,4.638593208470122,EA,1.0,Lost,,135861.51845794392,,3.576766203703704,0.2968678812909012
2023-05-06,2023-06-25,SREP2,CUST33,HKW-907-OD2,PROD.Group12,53.59298404021588,0.6493414525415585,EA,1.0,Lost,,135861.51845794392,,0.49971399150743095,0.299426198939844
2022-06-24,2022-06-30,SREP9,CUST8,EXL-720-BD0,PROD.Group39,6187.129141107165,0.0220949631566349,EA,1.0,Lost,,4320717.807058823,,0.01793464036953613,0.2319713527217149
2024-01-29,2024-03-17,SREP5,CUST36,ILS-336-VP5,PROD.Group24,49.49120237249477,6.393153733319518,EA,1.0,Lost,,4320717.807058823,,4.80469541801336,0.3306054134775836
2024-03-06,2024-03-25,SREP9,CUST10,TWA-545-BL5,PROD.Group3,167.94268546471335,2.807632878470536,EA,1.0,Lost,,4320717.807058823,,2.158176241134752,0.30092845290257914
2024-04-13,2024-05-01,SREP5,CUST55,HJF-520-YB7,PROD.Group5,2.6186545274544684,44.980125955981634,EA,1.0,Lost,,4320717.807058823,,38.14614538239539,0.17915258553856814
2022-06-19,2022-06-23,SREP5,CUST17,XYI-150-BM6,PROD.Group11,8482.254719486653,0.0304929113050194,EA,1.0,Lost,,4320717.807058823,,0.022611797297297297,0.34853991941030277
2023-09-17,2023-10-24,SREP5,CUST177,HEO-640-BJ8,PROD.Group39,3329.3726988517165,0.0433150602219961,EA,1.0,Lost,,4320717.807058823,,0.03270608522404829,0.3243731227773842
2024-03-29,2024-03-01,SREP9,CUST10,TWA-545-BL5,PROD.Group3,184.36495061737543,2.789788023941047,EA,1.0,Lost,,4320717.807058823,,2.158176241134752,0.2926599648202034
2024-08-17,2024-09-14,SREP10,CUST88,NFB-041-GP5,PROD.Group3,93.7374632463845,0.0509077361374006,EA,1.0,Lost,,4320717.807058823,,0.03912694444444442,0.30109153321909643
2022-01-14,2022-02-21,SREP9,CUST8,FLR-726-KH4,PROD.Group13,34775.5218229389,0.0380431609520365,EA,1.0,Lost,,4320717.807058823,,0.02976259753296378,0.2782204547133872
2022-03-18,2022-05-16,SREP5,CUST17,FLR-726-KH4,PROD.Group13,5488.207449732807,0.0372779752530354,EA,1.0,Lost,,4320717.807058823,,0.02976259753296378,0.25251081367303085
2023-04-06,2023-05-27,SREP5,CUST38,IEQ-519-XM0,PROD.Group12,23.370636173857733,1.9773083777216176,EA,1.0,Lost,,135861.51845794392,,1.6158357418111753,0.22370630043451756
2024-11-08,2024-12-07,SREP2,CUST2,BQC-332-KG0,PROD.Group12,3.4215104591433745,9.300187830246893,EA,1.0,Lost,,4320717.807058823,,7.071218954897676,0.31521706364436447
2021-12-02,2021-12-21,SREP5,CUST128,TTE-368-HA0,PROD.Group44,3.0450764794168803,132.20124724569098,EA,1.0,Lost,,135861.51845794392,,101.27105058365758,0.3054199248825083
2022-04-22,2022-04-10,SREP8,CUST16,SKY-486-XD1,PROD.Group1,16.495678002275785,1.763114319092584,EA,1.0,Lost,,4320717.807058823,,1.3060137055837564,0.3499967967828597
2024-06-17,2024-07-25,SREP2,CUST33,YHN-622-XR8,PROD.Group36,58.02726403501218,0.8043665352597876,EA,1.0,Lost,,135861.51845794392,,0.6696344978165939,0.2012023542432479
2021-10-24,2021-12-03,SREP5,CUST38,GDV-804-GB2,PROD.Group5,1.933836550704688,57.86874425558423,EA,1.0,Lost,,135861.51845794392,,45.75426663878044,0.2647726322977667
2023-04-15,2023-05-29,SREP5,CUST35,GDV-804-GB2,PROD.Group5,1.013721358601826,58.18034667393765,EA,1.0,Lost,,135861.51845794392,,45.75426663878044,0.27158297898769285
2021-12-20,2022-01-28,SREP9,CUST10,LJI-477-DO8,PROD.Group12,1880.8802994150865,0.6516390762544431,EA,1.0,Lost,,4320717.807058823,,0.5178575934855962,0.2583364315822625
2022-12-06,2022-12-03,SREP5,CUST100,VUC-342-ED5,PROD.Group9,7.055704912875116,4.402293371965009,EA,1.0,Lost,,135861.51845794392,,3.3835416666666664,0.30109033836783733
2024-04-15,2024-04-30,SREP8,CUST14,DUK-723-TQ5,PROD.Group13,7017.296028386041,0.036860593180379,EA,1.0,Lost,,4320717.807058823,,0.031052824463023345,0.1870286783178564
2022-08-10,2022-10-03,SREP1,CUST1,CHM-999-GN2,PROD.Group14,21.64014817535817,6.767562343326731,EA,1.0,Lost,,4320717.807058823,,5.622311257309942,0.20369756023873134
2022-02-05,2022-01-15,SREP9,CUST8,HZE-156-MF2,PROD.Group6,24.9383572047405,0.3104562874732242,EA,1.0,Lost,,4320717.807058823,,0.22999999999999995,0.34980994553575756
2022-08-10,2022-08-30,SREP9,CUST20,DUK-723-TQ5,PROD.Group13,2582.9380842176306,0.0368725579654227,EA,1.0,Lost,,4320717.807058823,,0.031052824463023345,0.18741398256153147
2023-05-27,2023-06-16,SREP5,CUST36,FLR-726-KH4,PROD.Group13,5096.79511004515,0.0377862706243123,EA,1.0,Lost,,4320717.807058823,,0.02976259753296378,0.26958914061388106
2022-02-25,2022-03-13,SREP5,CUST128,TTE-368-HA0,PROD.Group44,2.141839824270904,133.7505584304587,EA,1.0,Lost,,135861.51845794392,,101.27105058365758,0.3207185830463029
2022-05-26,2022-05-05,SREP9,CUST8,EXL-720-BD0,PROD.Group39,21156.96539332225,0.0227587461467204,EA,1.0,Lost,,4320717.807058823,,0.01793464036953613,0.26898257661070923
2022-09-20,2022-10-15,SREP5,CUST177,FLR-726-KH4,PROD.Group13,3537.341890106679,0.0373803924889906,EA,1.0,Lost,,4320717.807058823,,0.02976259753296378,0.2559519527013622
2022-07-08,2022-08-29,SREP9,CUST55,GDV-804-GB2,PROD.Group5,0.997487193432908,61.78863590689797,EA,1.0,Lost,,4320717.807058823,,45.75426663878044,0.35044533430521874
2023-01-18,2023-02-23,SREP8,CUST14,ELI-494-PR7,PROD.Group44,2216.7292411667568,0.1806796513274637,EA,1.0,Lost,,4320717.807058823,,0.14307367693281248,0.2628434188653096
2022-12-18,2023-02-06,SREP5,CUST177,CKG-125-QI0,PROD.Group27,2783.560814856859,0.2322631052409198,EA,1.0,Lost,,4320717.807058823,,0.17027766207687894,0.3640256884432378
2023-08-12,2023-08-07,SREP5,CUST55,HJF-520-YB7,PROD.Group5,2.6257343673737394,45.12931143191865,EA,1.0,Lost,,4320717.807058823,,38.14614538239539,0.18306347809249487
